,F (kg/s),Efficency (%),Pressure Ratio,Power (MW),T in (K),T out (K),P in (kPa),P out (kPa),h in (kJ/kg),h out (kJ/kg),x in (%),x out (%)
inlet_stage[1],138.49266349412414,0.9543998654834636,0.7749890936410602,-11.452827019749362,799.7691243384954,757.1691396473333,7758.649455657368,6012.868709518608,3467.5361044358206,3384.839832078872,100.0,100.0
hp_stages[1],138.49266349412414,0.92040300131563,0.9358633643277562,-2.7805170338852054,757.1691396473333,746.7175798258045,6012.868709518608,5627.223539751178,3384.839832078872,3364.7628333142166,100.0,100.0
hp_stages[2],138.49266349412414,0.92040300131563,0.9358633643277562,-2.7438038676646657,746.7175798258045,736.3917387762577,5627.223539751178,5266.312353735883,3364.7628333142166,3344.950925604167,100.0,100.0
hp_stages[3],138.49266349412414,0.92040300131563,0.9358633643277562,-2.7075018926716274,736.3917387762577,726.1905862651699,5266.312353735883,4928.548796968088,3344.950925604167,3325.4011399017168,100.0,100.0
hp_stages[4],138.49266349412414,0.92040300131563,0.9358633643277562,-2.6716050181456517,726.1905862651699,716.1131009431593,4928.548796968088,4612.44825838407,3325.4011399017168,3306.1105511388037,100.0,100.0
hp_stages[5],138.49266349412414,0.92040300131563,0.9358633643277562,-2.6361076297690818,716.1131009431593,706.1582706970105,4612.44825838407,4316.621344879016,3306.1105511388037,3287.0762747861013,100.0,100.0
hp_stages[6],138.49266349412414,0.92040300131563,0.9358633643277562,-2.601004542505689,706.1582706970105,696.3250929598136,4316.621344879016,4039.7677743474783,3287.0762747861013,3268.295463753348,100.0,100.0
hp_stages[7],138.49266349412414,0.92040300131563,0.9358633643277562,-2.5662909579214754,696.3250929598136,686.612574994245,4039.7677743474783,3780.6706604036826,3268.295463753348,3249.7653055978567,100.0,100.0
hp_stages[8],138.49266349412414,0.92040300131563,0.9358633643277562,-2.5319624256020825,686.612574994245,677.0197341612229,3780.6706604036826,3538.19116366063,3249.7653055978567,3231.4830200115916,100.0,100.0
hp_stages[9],138.49266349412414,0.92040300131563,0.9358633643277562,-2.4980148083056366,677.0197341612229,667.5455981837064,3538.19116366063,3311.263486058176,3231.4830200115916,3213.445856559885,100.0,100.0
hp_stages[10],138.49266349412414,0.92040300131563,0.9358633643277562,-2.4644442505261903,667.5455981837064,658.1892054130108,3311.263486058176,3098.890186238059,3213.445856559885,3195.651092647133,100.0,100.0
hp_stages[11],138.49266349412414,0.92040300131563,0.9358633643277562,-2.431247150159958,658.1892054130108,648.9496051029867,3098.890186238059,2900.1377953750166,3195.651092647133,3178.0960316870755,100.0,100.0
hp_stages[12],138.49266349412414,0.92040300131563,0.9358633643277562,-2.3984201330009647,648.9496051029867,639.8258576955177,2900.1377953750166,2714.1327141937445,3178.0960316870755,3160.7780014572463,100.0,100.0
hp_stages[13],138.49266349412414,0.92040300131563,0.9358633643277562,-2.3659600298116192,639.8258576955177,630.8170351191253,2714.1327141937445,2540.0573731373825,3160.7780014572463,3143.6943526189666,100.0,100.0
hp_stages[14],138.49266349412414,0.92040300131563,0.9358633643277562,-2.333863855726832,630.8170351191253,621.9222211011032,2540.0573731373825,2377.1466388098734,3143.6943526189666,3126.8424573860775,100.0,100.0
ip_stages[1],125.53879526116206,0.9212760401710883,0.850238776999118,-6.856955555199005,816.8593242904495,790.7552452176604,2234.128633158905,1899.5427967157384,3562.780823697123,3508.160612144716,100.0,100.0
ip_stages[2],125.53879526116206,0.9212760401710883,0.850238776999118,-6.639905055263004,790.7552452176604,765.308164888638,1899.5427967157384,1615.064944337073,3508.160612144716,3455.2693521844003,100.0,100.0
ip_stages[3],125.53879526116206,0.9082775522255189,0.8541034666738103,-6.1633781629219975,765.308164888638,741.5180846874571,1615.064944337073,1379.4325678616387,3455.2693521844003,3406.173945859207,100.0,100.0
ip_stages[4],125.53879526116206,0.9212760401710883,0.850238776999118,-6.230319652417936,741.5180846874571,717.3373434444791,1379.4325678616387,1172.8470594514324,3406.173945859207,3356.5453060474515,100.0,100.0
ip_stages[5],125.53879526116206,0.9212760401710883,0.850238776999118,-6.028872174787912,717.3373434444791,693.7917167407913,1172.8470594514324,997.2000494349977,3356.5453060474515,3308.5213293775637,100.0,100.0
ip_stages[6],125.53879526116206,0.9212760401710883,0.850238776999118,-5.832572106217549,693.7917167407913,670.8735800309117,997.2000494349977,847.8581504550723,3308.5213293775637,3262.061013312845,100.0,100.0
ip_stages[7],121.8859652120675,0.9103124837519211,0.8666993589746904,-4.782603675892614,670.8735800309117,651.3998636829001,847.8581504550723,734.8381155008777,3262.061013312845,3222.822667309911,100.0,100.0
ip_stages[8],121.8859652120675,0.9103124837519211,0.8666993589746904,-4.644904102196495,651.3998636829001,632.3923105559188,734.8381155008777,636.8837236547803,3222.822667309911,3184.714062319049,100.0,100.0
ip_stages[9],121.8859652120675,0.9103124837519211,0.8666993589746904,-4.510400139517688,632.3923105559188,613.8453954808098,636.8837236547803,551.9867150330118,3184.714062319049,3147.708980301033,100.0,100.0
lp_stages[1],112.62983648600407,0.8074011620150117,0.6539549717124042,-10.320256773292227,613.8453954808098,567.2981886088347,551.9867150330118,360.9744566150362,3147.708980301033,3056.079114758481,100.0,100.0
lp_stages[2],112.62983648600407,0.8074011620150117,0.6539549717124042,-9.54270333292128,567.2981886088347,523.815297729115,360.9744566150362,236.06104056458653,3056.079114758481,2971.352867871786,100.0,100.0
lp_stages[3],105.66854499031881,0.853115473327583,0.5942601092705102,-10.589291464905198,523.815297729115,471.93269766451596,236.06104056458653,140.28165976042155,2971.352867871786,2871.140534429745,100.0,100.0
lp_stages[4],105.66854499031881,0.853115473327583,0.5942601092705102,-9.540073245100666,471.93269766451596,424.6932555056411,140.28165976042155,83.36379445787664,2871.140534429745,2780.857534451135,100.0,100.0
lp_stages[5],102.56340279925737,0.8610640202970283,0.5574350402615467,-9.371958169874059,424.6932555056411,376.50886701833093,83.36379445787664,46.469900119981766,2780.857534451135,2689.4803188548717,100.0,100.0
outlet_stage,95.87339122074475,0.6613229200897234,0.0838284533808819,-22.7232807158242,376.50886701833093,301.65402935862016,46.469900119981766,3.8954998558221003,2689.4803188548717,2452.46689493726,100.0,95.87495655295743
